Rater	Training?	Testing?	Set 3?	Skipped?	False pos?	Owner	Project	Title	Link	Fix Link	Stars	TF-IDFs	Size	Datetime	Arrow	Pendulum	Description	Category 1	Category 2	Affected Computation 1	Affected Computation 2	Affected Computation 3	Obscurity	Impact/Severity	# LOC	Logic Needed	Comments	BPST1	BPST2	BPST3	Make Benchmark?	Associated Benchmark
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	_DatetimeWithFold needs a nanosecond attribute for Pandas compatibility	https://github.com/dateutil/dateutil/issues/941	https://github.com/dateutil/dateutil/pull/940	2266	0.3373620455	1240	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	Sensible defaults for tzinfos	https://github.com/dateutil/dateutil/issues/575	https://github.com/dateutil/dateutil/pull/540	2266	0.33733203	9136	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	PostHog	posthog	Bug Report: SQL product analytics date filters uses UTC instead of project/device timezone	https://github.com/PostHog/posthog/issues/21673	https://github.com/PostHog/posthog/pull/21677	18958	0.3365530013	1533	1	0	1																
	TRUE	FALSE	FALSE	FALSE	TRUE	googleapis	google-cloud-python	Review the datetime helpers in gcloud._helpers.	https://github.com/googleapis/google-cloud-python/issues/1732	https://github.com/googleapis/google-cloud-python/pull/1691	4704	0.3363890412	6330	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	raphaelm	python-sepaxml	Improvement: `utils.make_msg_id` uses `time` but `_create_header` uses `datetime`	https://github.com/raphaelm/python-sepaxml/issues/39	https://github.com/raphaelm/python-sepaxml/pull/40	108	0.3363810226	1020	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	RFC822 timestamp using GMT is parsed into BST if local time is UK time	https://github.com/dateutil/dateutil/issues/318	https://github.com/dateutil/dateutil/pull/319	2266	0.3362873909	2301	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	mozilla	experimenter	Enrollment can be longer than entire experiment duration for Nimbus experiments	https://github.com/mozilla/experimenter/issues/6114	https://github.com/mozilla/experimenter/commit/6bc20bc0b276f79eb9f372bf61e7d4f129648462	114	0.3356267774	1367	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pytest-dev	pytest	compare datetime objects with pytest.approx	https://github.com/pytest-dev/pytest/issues/4736	https://github.com/pytest-dev/pytest/pull/4760	11544	0.3353385899	3697	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	lukearran	TvTimeToTrakt	ValueError: year 0 is out of range when importing Movies	https://github.com/lukearran/TvTimeToTrakt/issues/51	https://github.com/lukearran/TvTimeToTrakt/pull/53	126	0.3351426099	1281	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	karlicoss	HPI	Think about abandoning timezone abbreviations map in my.core.time	https://github.com/karlicoss/HPI/issues/103	https://github.com/karlicoss/HPI/commit/20493defd6a1886986c52af2c1eb8b6433739bd3	1412	0.3346653125	1895	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	googleapis	python-bigquery-pandas	tests.system.test_read_gbq: test_default_dtypes[issue365-extreme-datetimes-False] failed	https://github.com/googleapis/python-bigquery-pandas/issues/624	https://github.com/googleapis/python-bigquery-pandas/pull/627	425	0.3341805684	47238	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	aws	aws-sdk-pandas	Timezone being interpreted incorrectly	https://github.com/aws/aws-sdk-pandas/issues/444	https://github.com/aws/aws-sdk-pandas/commit/6c34c7a7251346c9a45089e25c06fcaddf89c394	3834	0.3340825361	3497	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	edgedb	edgedb	large microsecond durations don't work	https://github.com/edgedb/edgedb/issues/2191	https://github.com/edgedb/edgedb/commit/937ef17483c3588b3c52b49fb3652d1bc0a8f089	12712	0.3339078872	1186	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	lucyparsons	OpenOversight	Set `timestamp` columns in the database to `timestamptz`	https://github.com/lucyparsons/OpenOversight/issues/323	https://github.com/lucyparsons/OpenOversight/pull/310	233	0.3333962219	1007	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pretix	pretix	Event time with timezone	https://github.com/pretix/pretix/issues/428	https://github.com/pretix/pretix/pull/432	1732	0.3333268604	3628	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	comtravo	ctparse	The duration of "1 hour and 42 minutes" returns just 42 minutes, debug returns the values correctly	https://github.com/comtravo/ctparse/issues/102	https://github.com/comtravo/ctparse/commit/dbb6626923f9f537b165c93f6761f251e012d8bd	130	0.3327237001	1708	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	xcube-dev	xcube	Avoid using timezone-aware indexers on timezone-naive arrays	https://github.com/xcube-dev/xcube/issues/605	https://github.com/xcube-dev/xcube/commit/2bf1bea484ec33ff121461aa06a2390ebab1465f	177	0.3326370471	5068	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	snowflakedb	snowflake-connector-python	SNOW-889573: write_pandas incorrectly writes timestamp_tz	https://github.com/snowflakedb/snowflake-connector-python/issues/1687	https://github.com/dvorst/snowflake-connector-python/commit/0dedbeeabfa32e068bec9bd31c80f879d32d967d	565	0.3324224044	11241	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	cpython	Error in example of `datetime.time.fromisoformat`	https://github.com/python/cpython/issues/112925	https://github.com/python/cpython/pull/112931	60455	0.3321179659	1117	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ibis-project	ibis	bug(bigquery): `TIMESTAMP` is unconditionally used for timestamp literals, even when lacking a timezone	https://github.com/ibis-project/ibis/issues/7233	https://github.com/ibis-project/ibis/pull/7234	4407	0.3312589825	2125	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	Rapptz	discord.py	Message.created_at returns datetime.datetime object without timezone info	https://github.com/Rapptz/discord.py/issues/5921	https://github.com/dronefly-garden/dronefly/commit/ac4ebb567fa9c8aba71b74a255df1351aa62b277	14432	0.3311052008	3829	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ibis-project	ibis	Milliseconds extraction problem in duckdb (and possibly, postgres)	https://github.com/ibis-project/ibis/issues/4054	https://github.com/ibis-project/ibis/pull/4055	4407	0.3305887465	2634	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	jazzband	djangorestframework-simplejwt	Unsupported type for timedelta seconds component	https://github.com/jazzband/djangorestframework-simplejwt/issues/553	https://github.com/jazzband/djangorestframework-simplejwt/pull/554	3867	0.3298307361	1450	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	airbytehq	airbyte	`JdbcSourceOperations` method `setJsonField` misses a branch for `TIMESTAMP_WITH_TIMEZONE`	https://github.com/airbytehq/airbyte/issues/16838	https://github.com/airbytehq/airbyte/pull/19860	14568	0.3296258237	2106	1	1	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	lemon24	reader	Use timezone-aware datetimes everywhere in the public API	https://github.com/lemon24/reader/issues/233	https://github.com/lemon24/reader/commit/994344a60e2031a46fb7843cf4980bc11afd93f7	421	0.3293497621	2168	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	openfun	marsha	Set xAPI timestamp property in the backend	https://github.com/openfun/marsha/issues/536	https://github.com/openfun/marsha/pull/572	104	0.3284086196	1024	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	FreeOpcUa	opcua-asyncio	DateTime encoding	https://github.com/FreeOpcUa/opcua-asyncio/issues/1155	https://github.com/FreeOpcUa/opcua-asyncio/pull/1157	1020	0.3279767063	2106	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	gwu-libraries	sfm-ui	Include timezones on Harvest detail	https://github.com/gwu-libraries/sfm-ui/issues/456	https://github.com/gwu-libraries/sfm-ui/pull/549	151	0.3275708962	1315	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	cdown	srt	timedelta max days must be limited to avoid OverflowError	https://github.com/cdown/srt/issues/10	https://github.com/cdown/srt/commit/c6b6eb0d7e79cecf506510011526a5642befe9aa	440	0.3267921267	1850	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pydantic	pydantic-core	Error pickling pydantic-core internal `TzInfo` type	https://github.com/pydantic/pydantic-core/issues/589	https://github.com/pydantic/pydantic-core/pull/770	1309	0.3267790645	1451	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	vinteo	hass-opensprinkler	Last run sensor time seems to be off due to timezones	https://github.com/vinteo/hass-opensprinkler/issues/89	https://github.com/vinteo/hass-opensprinkler/pull/114	189	0.326635393	3357	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	mozilla	experimenter	Wrong day name in dateUtils.test.ts const	https://github.com/mozilla/experimenter/issues/6014	https://github.com/mozilla/experimenter/commit/9b1b1a917c6d6d12f9762b0ec6ca4d15446eb1a2	114	0.3260640931	1004	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ccxt	ccxt	Wrong datetime for exchanges for hitbtc2 & coinbase	https://github.com/ccxt/ccxt/issues/3984	https://github.com/satoshinakamoto007/ccxt/pull/255	31719	0.3241478412	1056	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	stac-utils	stac-fastapi	Issues with Search datetime parameter parsing - blank start or end range and lowercase t or z	https://github.com/stac-utils/stac-fastapi/issues/161	https://github.com/stac-utils/stac-fastapi/pull/368	221	0.3227180161	2791	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dateutil	dateutil	Inconsistent equality test around DST change with shared tzfile	https://github.com/dateutil/dateutil/issues/338	https://github.com/man-group/arctic/pull/305	2266	0.322606643	3567	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	hardbyte	python-can	send_periodic with non-None duration sends one extra message before stopping	https://github.com/hardbyte/python-can/issues/1710	https://github.com/hardbyte/python-can/pull/1713	1198	0.3225168703	3621	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	log2timeline	plaso	Windows timezone preprocessor doesn't detect timezone correctly	https://github.com/log2timeline/plaso/issues/723	https://github.com/log2timeline/plaso/commit/f69eb61cd432b05bc3358509143c973d133d8abe	1649	0.3223200605	1234	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	tobymao	sqlglot	ClickHouse doesn't allow plurals for interval units	https://github.com/tobymao/sqlglot/issues/2448	https://github.com/tobymao/sqlglot/pull/2451	5871	0.3221458016	2149	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pm4py	pm4py-core	Performing duration statistitics	https://github.com/pm4py/pm4py-core/issues/180	https://github.com/pm4py/pm4py-core/commit/fb0d9fb049f128bd979c962db54e3a305ecf5f09	673	0.3217032213	2411	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	freqtrade	freqtrade	Check fails if computer running check is not UTC	https://github.com/freqtrade/freqtrade/issues/4532	https://github.com/freqtrade/freqtrade/pull/4540	26072	0.321674176	1937	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	cyberjunky	home-assistant-garmin_connect	sensor.next_alarm_time (wrongly?) assumes UTC	https://github.com/cyberjunky/home-assistant-garmin_connect/issues/60	https://github.com/cyberjunky/home-assistant-garmin_connect/pull/61	206	0.3209212486	1692	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sdispater	pendulum	Averages don't take into account milliseconds	https://github.com/sdispater/pendulum/issues/137	https://github.com/ericfrederich/pendulum/commit/8070ab4d86e6c022ed40ccad0c7abee83c253599	6109	0.3206303524	1519	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	ray-project	ray	Timezone aware datetime objects lose timezone information through Ray	https://github.com/ray-project/ray/issues/2605	https://github.com/ray-project/ray/pull/2577	31706	0.3201696895	2514	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ecederstrand	exchangelib	Cannot convert _start_timezone	https://github.com/ecederstrand/exchangelib/issues/273	https://github.com/ecederstrand/exchangelib/commit/89c19dbabff27da4ffaa37bafa20f065a9f97f9c	1140	0.3196137787	7194	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ccxt	ccxt	Loss of precision with bittrex timestamps	https://github.com/ccxt/ccxt/issues/535	https://github.com/ccxt/ccxt/commit/51fab1e7eb4196a760c74e962fa25b7c552e4fc0	31719	0.3194937825	1458	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	sentinel-hub	eo-learn	Adding DEMWCSInput to an existing patch overrides the DATA timestamps	https://github.com/sentinel-hub/eo-learn/issues/22	https://github.com/sentinel-hub/eo-learn/pull/24	1085	0.3194892869	6521	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	alpacahq	alpaca-backtrader-api	tzinfo error with version 0.10.0	https://github.com/alpacahq/alpaca-backtrader-api/issues/107	https://github.com/alpacahq/alpaca-backtrader-api/pull/108	596	0.3182586305	1049	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	alteryx	featuretools	featuretools doesn't like datetime64[ns, UTC]	https://github.com/alteryx/featuretools/issues/300	https://github.com/alteryx/featuretools/pull/342	7097	0.3182110642	1182	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	seperman	deepdiff	compare datetime.date as numbers	https://github.com/seperman/deepdiff/issues/331	https://github.com/seperman/deepdiff/pull/401	1933	0.3181402684	2183	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	jcrist	msgspec	Can't use enc_hook to fix naive datetimes	https://github.com/jcrist/msgspec/issues/152	https://github.com/jcrist/msgspec/pull/163	1972	0.3169472487	1787	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	TailorDev	Watson	Breaking changes with arrow 1.0.0	https://github.com/TailorDev/Watson/issues/407	https://github.com/veganjay/Watson/commit/e9097c53aadca48d24cf214753613fe22b78fa1b	2402	0.3164261835	4367	1	1	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	MatthiasValvekens	pyHanko	Test fail if no timezone is set on system	https://github.com/MatthiasValvekens/pyHanko/issues/256	https://github.com/MatthiasValvekens/pyHanko/commit/7caca7c7a0434d9400049847aea747a89743be87	453	0.3161394171	3519	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ecederstrand	exchangelib	Unable to process Amazon WorkMail server timezone data	https://github.com/ecederstrand/exchangelib/issues/1058	https://github.com/cygnus9/exchangelib/commit/66f50cd009b7ece9bc0455b35307512fb0e5b7dd	1140	0.3158666384	4356	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ibis-project	ibis	SET LOCAL TIMEZONE = UTC') causes crash on Redshift with postgres driver	https://github.com/ibis-project/ibis/issues/1158	https://github.com/ibis-project/ibis/pull/1163	4407	0.3157267903	1289	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ccxt	ccxt	Huobi watchBalance results in undefined timestamp	https://github.com/ccxt/ccxt/issues/19812	https://github.com/ccxt/ccxt/pull/19836	31719	0.3156303131	1761	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	bit-team	backintime	YEAR missing in common.config.Config.SCHEDULE_MODES	https://github.com/bit-team/backintime/issues/1023	https://github.com/bit-team/backintime/commit/90c5a0840c13c2e78d3ff9309d6159667f7a9e10	1887	0.3151284261	1574	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	apache	airflow	Several statsd timers record seconds rather than milliseconds	https://github.com/apache/airflow/issues/10629	https://github.com/apache/airflow/pull/10632	35031	0.3148881253	1259	1	0	1																
	FALSE	FALSE	FALSE	FALSE	FALSE	ceph	ceph-ansible	Should ceph-ansible fail as packages for ceph-nfs are missing on openSUSE Leap 15.1?	https://github.com/ceph/ceph-ansible/issues/4342	https://github.com/johanneskastl/ceph-ansible/commit/bca5cd3f523e4f422317f4e25572cbabbb3c9103	1647	0.3146297173	2332	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	ray-project	ray	[Jobs] Timestamp field switches between seconds and milliseconds	https://github.com/ray-project/ray/issues/16452	https://github.com/ray-project/ray/pull/16455	31706	0.3145055766	2287	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	HandyHat	ha-hildebrandglow-dcc	Aggregate Week and Month Values? (Improvement)	https://github.com/HandyHat/ha-hildebrandglow-dcc/issues/110	https://github.com/HandyHat/ha-hildebrandglow-dcc/pull/282	225	0.3144573443	2363	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	robotframework	robotframework	DateTime: Default timestamp can contain `.1000` milliseconds while it should only use three digit precision	https://github.com/robotframework/robotframework/issues/1764	https://github.com/robotframework/robotframework/commit/f9da586f24c0aa809748b1c85b0077cbd30849ff	9279	0.314439767	4182	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	pandas-dev	pandas-stubs	Unsupported operand types for > ("Series[Any]" and "Timedelta")	https://github.com/pandas-dev/pandas-stubs/issues/175	https://github.com/pandas-dev/pandas-stubs/pull/176	217	0.3142644146	1142	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	python	typeshed	python-dateutil parserinfo attributes	https://github.com/python/typeshed/issues/6682	https://github.com/python/typeshed/pull/6689	4139	0.3129172549	1159	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	dsmrreader	dsmr-reader	Trends are always shown in UTC	https://github.com/dsmrreader/dsmr-reader/issues/76	https://github.com/dsmrreader/dsmr-reader/commit/064dc2827d54a61c23afc5aff92e6e8c241461e1	458	0.3124293183	1873	1	0	0																
	TRUE	FALSE	FALSE	FALSE	FALSE	MagicStack	asyncpg	Cannot write sdispater/Pendulum objects as timestamptz	https://github.com/MagicStack/asyncpg/issues/71	https://github.com/sdispater/pendulum/pull/93	6701	0.3122634642	4142	1	0	0		Timestamps	Timezone	Library Conversions	Timezone Conversions	Timestamp/Hash Construction	Low	Medium	Medium	Low		Adding Support for New Libraries			Specific	
	FALSE	FALSE	FALSE	FALSE	FALSE	mymarilyn	clickhouse-driver	avoid unnecessary timezone conversion when use_numpy=True	https://github.com/mymarilyn/clickhouse-driver/issues/354	https://github.com/edwinwzhe/clickhouse-driver/commit/2d555e40e9066c9da293f97561f3b51ea7eb1f6e	1175	0.3117642472	1428	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE	kitzeslab	opensoundscape	failing to parse UTC-5 timezone in metadata	https://github.com/kitzeslab/opensoundscape/issues/457	https://github.com/kitzeslab/opensoundscape/commit/d62e3a0443071bc26c34e7e491daa92a2c8b0a7a	124	0.3116806205	1707	1	0	0																
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
	FALSE	FALSE	FALSE	FALSE	FALSE																											
